id	source_verse	text	id_range_end	source_verse_range_end
41002027	41002027	और उसने उनसे कहा, “सब्त का दिन मनुष्य के लिए बनाया गया है, न कि मनुष्य सब्त के दिन के लिए।		
41002028	41002028	इसलिए, मनुष्य का पुत्र सब्त के दिन का भी प्रभु है।”		
41003001	41003001	और वह फिर से आराधनालय में गया, और वहाँ एक मनुष्य था, जिसका हाथ सूखा हुआ था।		
41003002	41003002	और वे लोग उसे बड़े ध्यान से देख रहे थे, कि यदि वह उस मनुष्य को सब्त के दिन चंगा करे, तो वे उस पर दोष लगाने पाएँ।		
41003003	41003003	और वह उस सूखे हाथ वाले मनुष्य से कहता है, “बीच में खड़ा हो जा।”		
41003004	41003004	और वह उनसे कहता है, “क्या सब्त के दिन भलाई करना उचित है या हानि करना; जीवन को बचाना उचित है या हत्या करना?” परन्तु वे लोग चुप ही रहे।		
41003005	41003005	और उन लोगों को चारों ओर क्रोध से देखकर, वह उनके मन की कठोरता से शोकित होकर, उस मनुष्य से कहता है, “अपना हाथ बढ़ा।” और उसने अपना हाथ बढ़ाया, और उसका हाथ अच्छा हो गया।		
41003006	41003006	और बाहर जाकर फरीसी तुरन्त ही हेरोदियों के साथ उसके विरोध में सम्मति करने लगे कि उसे किस प्रकार मार डालें।		
41003007	41003007	और यीशु, अपने चेलों के साथ, झील की ओर चला गया, और एक बड़ी भीड़ पीछे हो ली जो गलील से और यहूदिया से		
41003008	41003008	और यरूशलेम से और इदूमिया से और यरदन के पार से और सोर और सीदोन के आसपास से थी। जो-जो काम वह कर रहा था उसे सुनकर, एक बड़ी भीड़ उसके पास आई।		
41003009	41003009	और उसने अपने चेलों से कहा कि भीड़ के कारण एक छोटी नाव उसकी प्रतीक्षा करती रहे ताकि वे उसे दबा न सकें।		
41003010	41003010	क्योंकि उसने बहुतों को चंगा किया था, इसलिए जितने लोग रोग से ग्रसित थे वे उस पर गिरे पड़ते थे कि उसे छू सकें।		
41003011	41003011	और जब-जब अशुद्ध आत्माएँ उसे देखती थीं, तब वे उसके सामने गिर पड़ती थीं और चिल्ला-चिल्लाकर कहती थीं, “तू परमेश्वर का पुत्र है।”		
41003012	41003012	और वह उनको बार-बार डाँटता था कि वे उसे प्रकट न करें।		
41003013	41003013	और वह पहाड़ पर चढ़ गया और जिनको वह चाहता था {उनको} अपने पास बुलाया, और वे उसके पास चले आए।		
41003014	41003014	और उसने 12 को नियुक्त किया (जिनको उसने प्रेरित भी कहा) कि वे उसके साथ रहें और वह उन्हें प्रचार करने के लिए भेजे		
41003015	41003015	और वे दुष्टात्माओं को निकालने का अधिकार रखें।		
41003016	41003016	और उसने बारह को नियुक्त किया और उसने शमौन के साथ में पतरस नाम जोड़ दिया;		
41003017	41003017	और जब्दी का {पुत्र} याकूब, और याकूब का भाई यूहन्ना, जिसके साथ उसने बुअनरगिस नाम जोड़ दिया जिसका अर्थ गर्जन के पुत्र होता है;		
41003018	41003018	और अन्द्रियास और फिलिप्पुस और बरतुल्मै और मत्ती और थोमा और हलफई का {पुत्र} याकूब और तद्दै और शमौन जो जेलोतेस कहलाता है		
41003019	41003019	और यहूदा इस्करियोती, जिसने उसे पकड़वा भी दिया था।		
41003020	41003020	और वह एक घर में आया, और फिर से ऐसी भीड़ इकट्ठा हो गई कि वे रोटी भी न खा सके।		
41003021	41003021	और जो उसके निकट थे, यह सुनकर, उसको पकड़ने के लिए निकले, क्योंकि वे कहते थे, “उसकी सुध-बुध ठिकाने पर नहीं है।”		
41003022	41003022	और जो शास्त्री यरूशलेम से आए थे कहने लगे, “उसमें बालजबूल है” और “वह दुष्टात्माओं के सरदार की सहायता से दुष्टात्माओं को निकालता है।”		
41003023	41003023	परन्तु उसने उनको अपने पास बुलाकर दृष्टांतों में उनसे कहा, “शैतान कैसे शैतान को निकाल सकता है?		
41003024	41003024	और यदि किसी राज्य में अपने ही विरोध में फूट पड़ जाए, तो वह राज्य स्थिर नहीं रह सकता।		
41003025	41003025	और यदि किसी घर में अपने ही विरोध में फूट पड़ जाए, तो वह घर स्थिर नहीं रह सकेगा।		
41003026	41003026	और यदि शैतान अपने ही विरोध में उठ खड़ा हो और उसमें फूट पड़ जाए, तो वह स्थिर नहीं रह सकता, परन्तु उसका अंत हो जाएगा।		
41003027	41003027	परन्तु किसी बलवंत मनुष्य के घर में घुसकर, कोई व्यक्ति उसकी सम्पत्ति को तब तक नहीं चुरा सकता जब तक कि वह उस बलवंत मनुष्य को बांध न ले, और उसके बाद वह उसका घर लूट लेगा।		
41003028	41003028	मैं तुम से सच कहता हूँ कि मनुष्यों की सन्तानों के सब पाप क्षमा किए जाएँगे, यहाँ तक कि परमेश्वर की निन्दा भी, चाहे वे कुछ भी निन्दा करें,		
41003029	41003029	परन्तु जिस किसी ने भी पवित्र आत्मा की निन्दा की हो उसे अनन्तकाल तक क्षमा नहीं मिलती परन्तु वह अनन्त पाप का अपराधी ठहरता है।”		
41003030	41003030	क्योंकि वे कह रहे थे, “उसमें अशुद्ध आत्मा है।”		
41003031	41003031	और उसकी माता एवं उसके भाई आए, और बाहर खड़े होकर उन्होंने उसे उनके पास आने का बुलावा भेजा।		
41003032	41003032	और एक भीड़ उसके आसपास बैठी हुई थी, और उन्होंने उससे कहा, “देख, तेरी माता और तेरे भाई बाहर तुझे ढूँढ़ते हैं।”		
41003033	41003033	और उनको उत्तर देते हुए, वह कहता है, “मेरी माता और मेरे भाई कौन हैं?”		
41003034	41003034	और उन लोगों को देखकर जो उसके चारों ओर घेरा बनाए हुए बैठे थे, वह कहता है, “देखो, मेरी माता और मेरे भाई।		
41003035	41003035	क्योंकि जो कोई परमेश्वर की इच्छा का पालन करता है, वह मेरा भाई और बहन और माता है।”		
41004001	41004001	और फिर से, वह झील के किनारे पर शिक्षा देने लगा, और एक बड़ी भीड़ उसके चारों ओर इकट्ठा हो गई। इसलिए, वह झील में एक नाव पर बैठने के लिए उस पर चढ़ गया, और सारी भीड़ झील के किनारे पर खड़ी थी।		
41004002	41004002	और वह उन्हें दृष्टांतों में बहुत सी {बातों की} शिक्षा देने लगा, और अपनी शिक्षा में उनसे कहने लगा,		
41004003	41004003	“सुनो! देखो, बीज बोने वाला बीज बोने के लिए निकला।		
41004004	41004004	और ऐसा हुआ कि जब उसने बोया, तो कुछ सड़क के किनारे गिरा, और पक्षियों ने आकर उसे चुग लिया।		
41004005	41004005	और कुछ पथरीली भूमि पर गिरा, जहाँ उसे बहुत मिट्टी नहीं मिली, और गहरी मिट्टी न मिलने के कारण वह तुरन्त ही उग आया।		
41004006	41004006	और जब सूर्य निकला, तो वह जल गया, और क्योंकि उसने जड़ नहीं पकड़ी थी, इसलिए वह सूख गया।		
41004007	41004007	और कुछ झाड़ियों में गिरा, और झाड़ियों ने बढ़कर उसे दबा दिया, और वह उपज न सका।		
41004008	41004008	और कुछ अच्छी भूमि पर गिरा, और वह उपज लाया, और बढ़कर फलवन्त हुआ, कोई 30 गुणा, और कोई 60 गुणा, और कोई 100 गुणा फल लाया।”		
41004009	41004009	और उसने कहा, “जिसके पास सुनने के लिए कान हों, वह सुन ले!”		
41004010	41004010	और जब वह अकेला था, तो उन बारहों समेत उसके आसपास के लोग उन दृष्टांतों के विषय में उससे पूछने लगे।		
41004011	41004011	और वह उनसे कहने लगा, “तुम्हें तो परमेश्वर के राज्य का भेद दिया गया है, परन्तु जो बाहरवाले हैं, उनके लिए सब बातें दृष्टांतों में होती हैं,		
41004012	41004012	ताकि देखते हुए, वे देखें तो परन्तु देख न पाएँ, और सुनते हुए, वे सुनें तो परन्तु समझ न पाएँ, ऐसा न हो कि वे फिर जाएँ, और उनको क्षमा कर दिया जाए।”		
41004013	41004013	और उसने उनसे कहा, “क्या तुम इस दृष्टांत को नहीं समझते? फिर तुम बाकी दृष्टांतों को कैसे समझोगे?		
41004014	41004014	बोनेवाला वचन बोता है।		
41004015	41004015	अब जो सड़क के किनारे वाले हैं ये वे हैं, जहाँ वचन बोया तो जाता है, परन्तु जब कभी ये सुनते हैं, शैतान तुरन्त आकर उस वचन को {जो} उनमें बोया गया था उठा ले जाता है।		
41004016	41004016	और उसी रीति से, जो पथरीली भूमि में बोए गए ये वे हैं, जो जब कभी भी वचन सुनते हैं, तो तुरन्त उसे आनन्द से ग्रहण कर लेते हैं,		
41004017	41004017	और वे अपने में जड़ नहीं पकड़ते, परन्तु वे अस्थायी हैं। फिर, जब वचन के कारण क्लेश या उपद्रव आता है, तो वे तुरन्त दूर हो जाते हैं।		
41004018	41004018	और दूसरे जो झाड़ियों में बोए गए। ये वे हैं जिन्होंने वचन तो सुना,		
41004019	41004019	परन्तु संसार की चिंता और धन का धोखा और अन्य वस्तुओं का लोभ उनमें समाकर वचन को दबा देता है, और वह निष्फल रह जाता है।		
41004020	41004020	और जो अच्छी भूमि में बोए गए ये वे हैं, जो वचन को सुनकर ग्रहण करते हैं और फल लाते हैं — कोई 30 गुणा, और कोई 60 गुणा, और कोई 100 गुणा।”		
41004021	41004021	और उसने उनसे कहा, “दीया इसलिए नहीं आता कि उसे टोकरी या खाट के नीचे रखा जाए, क्या वह इसीलिए आता है? क्या वह इसलिए नहीं आता कि उसे दीवट पर रखा जाए?		
41004022	41004022	क्योंकि कोई वस्तु इसलिए नहीं छिपी कि प्रकट हो जाए, और कोई भेद इसलिए घटित नहीं हुआ कि उजागर हो जाए।		
41004023	41004023	यदि किसी व्यक्ति के पास सुनने के लिए कान हों, तो वह सुन ले!”		
41004024	41004024	और उसने उनसे कहा, “जो कुछ तुम सुनते हो उस पर ध्यान दो। जिस नाप का तुम उपयोग करते हो, उसी से तुम्हारे लिए भी नापा जाएगा, और तुम को अधिक दिया जाएगा।		
41004025	41004025	क्योंकि {जिसके} पास है, उसे दिया जाएगा, और {जिसके} पास नहीं है, तो उससे वह भी ले लिया जाएगा जो उसके पास है।		
41004026	41004026	और वह कहने लगा, “परमेश्वर का राज्य ऐसा है: जैसे कोई मनुष्य भूमि पर बीज डालता है,		
41004027	41004027	और वह रात-दिन सोता और जागता है, और वह बीज ऐसे अंकुरित होता और बढ़ता है — कि यह कैसे हुआ वह नहीं जानता।		
41004028	41004028	पृथ्वी अपने आप फल उपजाती है: पहले अंकुर, फिर बालें, तब बालों में तैयार दाना।		
41004029	41004029	और जब कभी भी वह फसल उपजाती है, तो वह तुरन्त ही हंसिया इसलिए चला देता है, क्योंकि कटनी आ पहुँची है।		
41004030	41004030	और वह कहने लगा, “हम परमेश्वर के राज्य की तुलना कैसे करें, या हम किस दृष्टांत में उसका वर्णन करें?		
41004031	41004031	{वह} राई के उस बीज के समान है जो भूमि में बोए जाने के समय पृथ्वी के सब बीजों में सबसे छोटा होता है,		
41004032	41004032	और जब उसे बोया जाता है, तो वह बढ़ता है और सब खाने योग्य पौधों की तुलना में सबसे बड़ा हो जाता है, और उसकी ऐसी बड़ी डालियाँ निकलती हैं, कि आकाश के पक्षी उसकी छाया में अपने घोंसले बना सकते हैं।”		
41004033	41004033	और वह उन्हें इस प्रकार के बहुत से दृष्टांत उस मात्रा में सुनाता था, जिसमें वे सुन सकें;		
41004034	41004034	परन्तु वह बिना दृष्टांत के उनसे बातें नहीं करता था, परन्तु {अपने} चेलों को वह एकान्त में सबकुछ समझा देता था।		
41004035	41004035	और उस दिन, जब संध्या हुई तो उसने उनसे कहा, “आओ, हम उस पार चलें।”		
41004036	41004036	और भीड़ को छोड़कर, जैसा वह था, वैसे ही वे उसे {अपने} साथ नाव पर ले चले, और उसके साथ अन्य नावें भी थीं।		
41004037	41004037	और एक बड़ी आंधी आई, और लहरें नाव में ऐसे आ रही थीं कि नाव पानी से भरी जाती थी।		
41004038	41004038	और वह स्वयं पिछले भाग में गद्दी पर सो रहा था। और उन्होंने उसे जगाकर उससे कहा, “हे गुरु, क्या तुझे चिन्ता नहीं कि हम नाश हुए जाते हैं?”		
41004039	41004039	और उसने उठकर आंधी को डाँटा, और झील से कहा, “चुप रह! शान्त हो जा!” और आंधी थम गई और बड़ी शान्ति हो गई।		
41004040	41004040	और उनसे कहा, “तुम क्यों डरते हो? क्या तुम्हें अब तक विश्वास नहीं?”		
41004041	41004041	और वे बहुत ही डर गए और आपस में कहने लगे, “यह कौन है, क्योंकि आंधी और झील भी उसकी आज्ञा मानते हैं?”		
41005001	41005001	और वे झील की दूसरी तरफ गिरासेनियों के प्रदेश में पहुँचे।		
41005002	41005002	और {जब} वह नाव पर से उतरा, तो तुरन्त एक मनुष्य जिसमें अशुद्ध आत्मा थी कब्रों से निकलकर उससे मिलने के लिए आया,		
41005003	41005003	{वह} कब्रों में रहा करता था, और कोई भी उसे जंजीरों से भी नहीं बांध पाया था,		
41005004	41005004	क्योंकि वह बार-बार बेड़ियों और जंजीरों से बांधा गया था, परन्तु उसने जंजीरों को तोड़ दिया और बेड़ियों को टुकड़े-टुकड़े कर दिया था, और किसी में भी में इतना बल नहीं था कि उसे वश में कर सके।		
41005005	41005005	और वह रात और दिन कब्रों में और पहाड़ों में लगातार चिल्लाता, और स्वयं को पत्थरों से घायल करता था।		
41005006	41005006	और यीशु को दूर ही से देखकर, वह दौड़कर उसके पास गया, और उसे प्रणाम किया।		
41005007	41005007	और ऊँचे शब्द से चिल्लाकर उसने कहा, “हे यीशु, परमप्रधान परमेश्वर के पुत्र, मेरा और तेरा क्या लेना-देना? मैं परमेश्वर के नाम से तुझसे विनती करता हूँ, कि मुझे पीड़ा न दे।”		
41005008	41005008	क्योंकि उसने उससे कहा था, “हे अशुद्ध आत्मा, इस मनुष्य में से निकल आ।”		
41005009	41005009	और उसने उससे पूछा, “तेरा क्या नाम {है}?” उसने उससे कहा, “मेरा नाम सेना {है}, क्योंकि हम बहुत हैं।”		
41005010	41005010	और उसने उससे बारम्बार विनती की कि वह उन्हें उस प्रदेश से बाहर न भेजे।		
41005011	41005011	परन्तु वहाँ पहाड़ पर सूअरों का एक बड़ा झुण्ड चर रहा था।		
41005012	41005012	और उन्होंने उससे विनती करके कहा, “हमें उन सूअरों में भेज दे, कि हम उनके भीतर जाएँ।”		
41005013	41005013	और उसने उन्हें अनुमति दे दी और वे अशुद्ध आत्माएँ निकलकर सूअरों में समा गईं और वह झुण्ड — जो गिनती में कोई 2, 000 का था — कड़ाड़े पर से झपटकर झील में जा पड़ा, और डूब मरा।		
41005014	41005014	और जो उन्हें चरा रहे थे वे लोग भागे और नगर एवं गाँवों में {इसका} समाचार दिया और {जो} घटित हुआ था उसे देखने के लिए लोग निकलकर आए।		
41005015	41005015	और वे यीशु के पास आए और उस व्यक्ति को जिसमें दुष्टात्माएँ समाई थीं, कपड़े पहने बैठे हुए, और अपने आपे में देखा — अर्थात उस व्यक्ति को {जिसमें} सेना थी — और वे डर गए।		
41005016	41005016	और जिन लोगों ने देखा था कि यह बात उस व्यक्ति के साथ कैसे घटित हुई जिसमें दुष्टात्माएँ थीं, उन्होंने {यह बात} और सूअरों का पूरा हाल, उनको कह सुनाया।		
41005017	41005017	और वे उससे विनती करने लगे कि हमारे प्रदेश से चला जा।		
41005018	41005018	और {जब} वह नाव पर चढ़ने लगा, तो जिसमें पहले दुष्टात्माएँ समाई थीं, वह उसके साथ जाने के लिए उससे विनती करने लगा।		
41005019	41005019	परन्तु उसने उसे अनुमति नहीं दी, परन्तु उससे कहा, “अपने घर, अपने {लोगों} के पास जा, और उन्हें बता कि प्रभु ने तेरे लिए कितना कुछ किया है और तुझ पर कितनी दया की है।”		
41005020	41005020	और वह जाकर दिकापुलिस में यह प्रचार करने लगा कि यीशु ने उसके लिए कितना कुछ किया है और सब लोग अचम्भा करने लगे।		
41005021	41005021	और {जब} यीशु फिर से नाव पर चढ़कर दूसरी तरफ गया, तो एक बड़ी भीड़ उसके पास इकट्ठा हो गई, और वह झील के किनारे पर था।		
41005022	41005022	और देखो, आराधनालय के सरदारों में से याईर नाम का एक व्यक्ति आया, और उसे देखकर, उसके पाँवों पर गिरा।		
41005023	41005023	और यह कहकर उसने बार-बार उससे विनती की, “मेरी छोटी बेटी मरने पर है; तू आकर उस पर {अपने} हाथ रख ताकि वह चंगी हो जाए, और जीवित रहे।”		
41005024	41005024	और वह उसके साथ गया, और एक बड़ी भीड़ उसके पीछे हो ली और उसे इधर-उधर से दबा रही थी।		
41005025	41005025	और एक स्त्री, जिसे 12 वर्षों से लहू बहता था,		
41005026	41005026	और उसने कई वैद्यों से बहुत दु:ख उठाया था, और {जो} उसके पास था वह सबकुछ खर्च करके भी उसे लाभ न हुआ, बल्कि उसकी स्थिति और बुरी हो गई थी,		
41005027	41005027	यीशु के विषय में {बातों} को सुनकर, भीड़ में उसके पीछे से आकर, उसने उसके वस्त्र को छू लिया।		
41005028	41005028	क्योंकि वह कहती थी, “यदि मैं केवल उसके वस्त्र ही को छू लूँगी, तो मैं चंगी हो जाऊँगी।”		
41005029	41005029	और तुरन्त ही उसके लहू का बहना सूख गया, और उसने {अपनी} देह में जान लिया कि वह अपनी बीमारी से चंगी हो गई है।		
41005030	41005030	और तुरन्त ही यीशु, अपने में जानकर {कि} उसमें से {उसकी} सामर्थ्य निकली है, भीड़ में पीछे मुड़कर कहने लगा, “मेरा वस्त्र किसने छुआ?”		
41005031	41005031	और उसके चेले उससे कहने लगे, “तू देखता है कि भीड़ तुझे दबा रही है, और तू कहता है कि ‘मुझे किसने छुआ?’”		
41005032	41005032	परन्तु उसने उस व्यक्ति को देखने के लिए जिसने यह काम किया था, चारों ओर दृष्टि की।		
41005033	41005033	और वह स्त्री, उसके साथ जो हुआ था उसे जानकर, डरती और काँपती हुई आई और उसके आगे गिरकर, उसे सब सच-सच कह दिया।		
41005034	41005034	परन्तु उसने उससे कहा, “हे पुत्री, तेरे विश्वास ने तुझे चंगा किया है। शान्ति से जा, और अपनी बीमारी से चंगी हो जा।”		
41005035	41005035	{जिस समय पर} वह बोल ही रहा था, उस आराधनालय के सरदार के {घर} से लोग आकर कहने लगे, “तेरी बेटी मर गई है। अब गुरु को और दु:ख क्यों देता है?”		
41005036	41005036	परन्तु कही जा रही बात को सुनकर, यीशु ने उस आराधनालय के सरदार से कहा, “मत डर। केवल विश्वास रख।”		
41005037	41005037	और उसने पतरस तथा याकूब एवं याकूब के भाई यूहन्ना को छोड़ किसी अन्य को अपने साथ आने की अनुमति नहीं दी।		
41005038	41005038	और वह आराधनालय के सरदार के घर में आया और देखा कि कोलाहल और रोना और बहुत विलाप हो रहा है।		
41005039	41005039	और उसने भीतर जाकर उनसे कहा, “तुम क्यों उदास हो और क्यों रो रहे हो? वह लड़की मरी नहीं परन्तु सो रही है।”		
41005040	41005040	और वे उस पर हँसने लगे, परन्तु {उन} सब को बाहर निकालकर, उसने लड़की के पिता और माता और जो उसके साथ थे उनको लिया, और वहाँ भीतर गया जहाँ लड़की पड़ी थी।		
41005041	41005041	और उस लड़की का हाथ पकड़कर, उसने उससे कहा, “तलीता, कूमी!” जिसका अनुवाद यह है: “हे छोटी लड़की, मैं तुझसे कहता हूँ, उठ।”		
41005042	41005042	और तुरन्त ही वह छोटी लड़की उठ खड़ी हुई और चलने-फिरने लगी (क्योंकि वह 12 वर्ष की {आयु की} थी), और वे लोग तुरन्त बड़े आश्चर्य से विस्मित हो गए।		
41005043	41005043	और उसने उन्हें सख्ती से आदेश दिया कि किसी को भी इस बारे में पता नहीं चलना चाहिए, और उसने उनसे कहा कि उसे कुछ खाने को दो।		
41006001	41006001	और वहाँ से निकलकर वह अपने नगर में आया, और उसके चेले उसके पीछे-पीछे गए।		
41006002	41006002	और सब्त का दिन आने पर, वह आराधनालय में शिक्षा देने लगा। और उसे सुनने वालों में से बहुत से चकित होकर कहने लगे, “ये बातें कहाँ की {हैं}, और यह कौन सी बुद्धि {है} {जो} इसे दी गई है, और ये कौन से चमत्कार हैं जो उसके हाथों से हो रहे हैं?		
41006003	41006003	क्या यह वही बढ़ई नहीं, जो मरियम का पुत्र और याकूब और योसेस और यहूदा और शमौन का भाई है? और क्या उसकी बहनें यहाँ हमारे बीच में नहीं रहतीं?” और वे उससे नाराज हो गए।		
41006004	41006004	और यीशु उनसे कहने लगा, “एक भविष्यद्वक्ता का अपने नगर और अपने कुटुम्बियों और {अपने} घर को छोड़ और कहीं भी निरादर नहीं होता।”		
41006005	41006005	और वह वहाँ कोई सामर्थ्य का काम न कर सका, केवल थोड़े बीमारों पर {अपने} हाथ रखकर {उन्हें} चंगा किया।		
41006006	41006006	और वह उनके अविश्‍वास के कारण चकित हुआ, और वह चारों ओर गाँवों में सिखाता फिरा।		
41006007	41006007	और उसने बारहों को बुलाया और उनको दो-दो करके भेजा, और उसने उन्हें अशुद्ध आत्माओं पर अधिकार दिया		
41006008	41006008	और उन्हें आज्ञा दी कि यात्रा के लिए लाठी को छोड़ और कुछ न लो — न रोटी, न थैला, न अपने पटुके में धन —		
41006009	41006009	परन्तु अपने जूते पहनो, और, “तुम दो-दो कुर्ते न पहनना।”		
41006010	41006010	और वह उनसे कहने लगा, “जब कभी तुम किसी घर में प्रवेश करो, तो जब तक वहाँ से न निकलो तब तक वहीं रुके रहो।		
41006011	41006011	और जिस किसी स्थान में तुम को ग्रहण न किया जाए और तुम्हारी सुनी न जाए, तो वहाँ से निकलकर उनके विरोध में गवाही होने के लिए उस धूल को झाड़ दो जो तुम्हारे पाँवों के नीचे लगी {हो}।”		
41006012	41006012	और जाकर उन्होंने प्रचार किया कि {लोगों को} पश्चाताप करना चाहिए।		
41006013	41006013	और वे बहुत सी दुष्टात्माओं को निकालते और बहुत से बीमार {लोगों} पर तेल मलकर उन्हें चंगा करते थे।		
41006014	41006014	और राजा हेरोदेस ने भी {यह} सुना, क्योंकि उसका नाम प्रसिद्ध हो गया था, और कुछ लोग कहने लगे, “यूहन्ना बपतिस्मा देने वाला मरे हुओं में से जी उठा है, और इसी कारण से, उसमें चमत्कार की सामर्थ्य प्रकट होती है।”		
41006015	41006015	परन्तु अन्य लोग कह रहे थे, “वह एलिय्याह है।” परन्तु औरों ने कहा, “वह एक भविष्यद्वक्ता है, या भविष्यद्वक्ताओं में से किसी एक के समान है।”		
41006016	41006016	परन्तु {यह} सुनकर, हेरोदेस कहने लगा, “यूहन्ना, जिसका मैंने सिर कटवा दिया था — वह जी उठा है।”		
41006017	41006017	क्योंकि हेरोदेस ने ही, लोगों को भेजकर यूहन्ना को पकड़ा और (अपने भाई फिलिप्पुस की पत्नी) हेरोदियास के कारण उसे बन्दीगृह में डाल दिया, क्योंकि उसने उससे विवाह कर लिया था।		
41006018	41006018	क्योंकि यूहन्ना हेरोदेस से कह रहा था, “तेरे लिए अपने भाई की पत्नी को रखना उचित नहीं।”		
41006019	41006019	परन्तु हेरोदियास उस पर क्रोधित थी और उसे मार डालना चाहती थी, परन्तु वह ऐसा न कर सकी,		
41006020	41006020	क्योंकि हेरोदेस यूहन्ना को धर्मी और पवित्र पुरुष जानकर उससे डरता था, और उसकी रक्षा करता था, और उसकी बातें सुनकर वह बहुत विकल हुआ, तब भी वह आनन्द से उसकी सुनता था।		
41006021	41006021	और एक उपयुक्त दिन आने पर जब हेरोदेस ने अपने प्रधानों और सेनापतियों और गलील के प्रमुखों के लिए अपने जन्मदिन का भोज रखा,		
41006022	41006022	और उसकी पुत्री हेरोदियास ने भीतर आकर और नाचकर हेरोदेस को और जो {उसके} संग भोजन करने को बैठे थे उनको प्रसन्न किया, तो राजा ने उस लड़की से कहा, “जो कुछ तू चाहे मुझसे मांग, और मैं तुझे {वह} दूँगा।”		
41006023	41006023	और उसने उससे शपथ खाई, “मैं अपने आधे राज्य तक, जो कुछ तू मुझसे मांगेगी, वह मैं तुझे दूँगा।”		
41006024	41006024	और बाहर जाकर, उसने अपनी माता से पूछा, “मुझे क्या मांगना चाहिए?” और उसने कहा, “यूहन्ना बपतिस्मा देने वाले का सिर।”		
41006025	41006025	और तुरन्त ही, जल्दी से भीतर प्रवेश करके उसने राजा से यह कहकर विनती की, “मैं चाहती हूँ कि तू यूहन्ना बपतिस्मा देने वाले का सिर एक थाल में अभी मुझे दे।”		
41006026	41006026	और राजा ने {अपनी} शपथ और अपने साथ भोजन करने को बैठे हुए लोगों के कारण बहुत उदास होकर उसे मना करना न चाहा,		
41006027	41006027	और राजा ने, तुरन्त ही एक जल्लाद को भेजकर {अपने} पास उसका सिर लाने का आदेश दिया, और इसलिए उसने बंदीगृह में जाकर उसका सिर काट दिया।		
41006028	41006028	और एक थाल में उसका सिर लाकर उसने उस लड़की को दे दिया, और उस लड़की ने वह अपनी माता को दे दिया।		
41006029	41006029	और {यह} सुनकर उसके चेले आए, और उसके शव को ले जाकर एक कब्र में रख दिया।		
41006030	41006030	और प्रेरितों ने यीशु के पास इकट्ठे होकर जो कुछ उन्होंने किया था और सिखाया था उसका उसे समाचार दिया।		
41006031	41006031	और उसने उनसे कहा, “तुम किसी सुनसान जगह में एकान्त में आकर थोड़ा विश्राम करो।” क्योंकि आने-जाने वाले लोग बहुत सारे थे, और उन्हें भोजन करने का भी अवसर न मिला।		
41006032	41006032	और वे नाव पर चढ़कर, किसी सुनसान जगह को एकान्त में चले गए।		
41006033	41006033	परन्तु बहुतों ने उन्हें जाते हुए देखा और {उन्हें} पहचान लिया, और सब नगरों से इकट्ठे होकर वे वहाँ पैदल दौड़े, और उनसे पहले जा पहुँचे।		
41006034	41006034	और उतरकर उसने बड़ी भीड़ देखी और उन पर तरस खाया, क्योंकि वे उन भेड़ों के समान थे, जिनका कोई चरवाहा न हो, और वह उन्हें बहुत सी {बातें} सिखाने लगा।		
